id	form	gloss	pos	root	root_gloss	deriv	morphemes
PROP-047.gope	hitagope	very 'black'; intensely 'black'	modifier	hita	black	augmentative	hita+go+pe
PROP-047.cipe	hitacipe	'black'-ish; somewhat 'black'	modifier	hita	black	diminutive	hita+ci+pe
PROP-047.kupaka	hitakupaka	un-'black'-ness; the quality of being not 'black'	noun	hita	black	opposite-quality	hita+ku+pa+ka
PROP-047.takika	hitatakika	one who makes things 'black'	noun	hita	black	causative-agent	hita+ta+ki+ka
PROP-048.pe	putipe	white	modifier	puti	white	modifier	puti+pe
PROP-048.ka	putika	'white'-ness; the quality 'white'	noun	puti	white	noun	puti+ka
PROP-048.paka	putipaka	'white'-ness; state of being 'white'	noun	puti	white	quality	puti+pa+ka
PROP-048.kupe	putikupe	opposite of 'white'; un-'white'	modifier	puti	white	opposite	puti+ku+pe
PROP-048.tato	putitato	to make 'white'	verb	puti	white	causative	puti+ta+to
PROP-048.pito	putipito	to become 'white'	verb	puti	white	inchoative	puti+pi+to
PROP-048.gope	putigope	very 'white'; intensely 'white'	modifier	puti	white	augmentative	puti+go+pe
PROP-048.cipe	puticipe	'white'-ish; somewhat 'white'	modifier	puti	white	diminutive	puti+ci+pe
PROP-048.kupaka	putikupaka	un-'white'-ness; the quality of being not 'white'	noun	puti	white	opposite-quality	puti+ku+pa+ka
PROP-048.takika	putitakika	one who makes things 'white'	noun	puti	white	causative-agent	puti+ta+ki+ka
PROP-049.pe	akaipe	red	modifier	akai	red	modifier	akai+pe
PROP-049.ka	akaika	'red'-ness; the quality 'red'	noun	akai	red	noun	akai+ka
PROP-049.paka	akaipaka	'red'-ness; state of being 'red'	noun	akai	red	quality	akai+pa+ka
PROP-049.kupe	akaikupe	opposite of 'red'; un-'red'	modifier	akai	red	opposite	akai+ku+pe
PROP-049.tato	akaitato	to make 'red'	verb	akai	red	causative	akai+ta+to
PROP-049.pito	akaipito	to become 'red'	verb	akai	red	inchoative	akai+pi+to
PROP-049.gope	akaigope	very 'red'; intensely 'red'	modifier	akai	red	augmentative	akai+go+pe
PROP-049.cipe	akaicipe	'red'-ish; somewhat 'red'	modifier	akai	red	diminutive	akai+ci+pe
PROP-049.kupaka	akaikupaka	un-'red'-ness; the quality of being not 'red'	noun	akai	red	opposite-quality	akai+ku+pa+ka
PROP-049.takika	akaitakika	one who makes things 'red'	noun	akai	red	causative-agent	akai+ta+ki+ka
BOD-001.ka	kepalaka	head	noun	kepala	head	noun	kepala+ka
BOD-001.pe	kepalape	of/like 'head'; 'head'-related	modifier	kepala	head	modifier	kepala+pe
BOD-001.to	kepalato	to use/apply 'head'; to act as 'head'	verb	kepala	head	verb	kepala+to
BOD-001.cika	kepalacika	little 'head'; small/dear 'head'	noun	kepala	head	diminutive	kepala+ci+ka
BOD-001.goka	kepalagoka	big 'head'; great 'head'	noun	kepala	head	augmentative	kepala+go+ka
BOD-001.deka	kepaladeka	place of/for 'head'	noun	kepala	head	place	kepala+de+ka
BOD-002.ka	kamika	hair	noun	kami	hair	noun	kami+ka
BOD-002.pe	kamipe	of/like 'hair'; 'hair'-related	modifier	kami	hair	modifier	kami+pe
BOD-002.to	kamito	to use/apply 'hair'; to act as 'hair'	verb	kami	hair	verb	kami+to
BOD-002.cika	kamicika	little 'hair'; small/dear 'hair'	noun	kami	hair	diminutive	kami+ci+ka
BOD-002.goka	kamigoka	big 'hair'; great 'hair'	noun	kami	hair	augmentative	kami+go+ka
BOD-002.deka	kamideka	place of/for 'hair'	noun	kami	hair	place	kami+de+ka
BOD-003.pe	matape	of/like 'eye'; 'eye'-related	modifier	mata	eye	modifier	mata+pe
BOD-003.to	matato	to use/apply 'eye'; to act as 'eye'	verb	mata	eye	verb	mata+to
BOD-003.cika	matacika	little 'eye'; small/dear 'eye'	noun	mata	eye	diminutive	mata+ci+ka
BOD-003.goka	matagoka	big 'eye'; great 'eye'	noun	mata	eye	augmentative	mata+go+ka
BOD-003.deka	matadeka	place of/for 'eye'	noun	mata	eye	place	mata+de+ka
BOD-004.ka	sikioka	ear	noun	sikio	ear	noun	sikio+ka
BOD-004.pe	sikiope	of/like 'ear'; 'ear'-related	modifier	sikio	ear	modifier	sikio+pe
BOD-004.to	sikioto	to use/apply 'ear'; to act as 'ear'	verb	sikio	ear	verb	sikio+to
BOD-004.cika	sikiocika	little 'ear'; small/dear 'ear'	noun	sikio	ear	diminutive	sikio+ci+ka
BOD-004.goka	sikiogoka	big 'ear'; great 'ear'	noun	sikio	ear	augmentative	sikio+go+ka
BOD-004.deka	sikiodeka	place of/for 'ear'	noun	sikio	ear	place	sikio+de+ka
BOD-005.ka	puaka	nose	noun	pua	nose	noun	pua+ka
BOD-005.pe	puape	of/like 'nose'; 'nose'-related	modifier	pua	nose	modifier	pua+pe
BOD-005.to	puato	to use/apply 'nose'; to act as 'nose'	verb	pua	nose	verb	pua+to
BOD-005.cika	puacika	little 'nose'; small/dear 'nose'	noun	pua	nose	diminutive	pua+ci+ka
BOD-005.goka	puagoka	big 'nose'; great 'nose'	noun	pua	nose	augmentative	pua+go+ka
BOD-005.deka	puadeka	place of/for 'nose'	noun	pua	nose	place	pua+de+ka
BOD-006.ka	kucika	mouth	noun	kuci	mouth	noun	kuci+ka
BOD-006.pe	kucipe	of/like 'mouth'; 'mouth'-related	modifier	kuci	mouth	modifier	kuci+pe
BOD-006.to	kucito	to use/apply 'mouth'; to act as 'mouth'	verb	kuci	mouth	verb	kuci+to
BOD-006.cika	kucicika	little 'mouth'; small/dear 'mouth'	noun	kuci	mouth	diminutive	kuci+ci+ka
BOD-006.goka	kucigoka	big 'mouth'; great 'mouth'	noun	kuci	mouth	augmentative	kuci+go+ka
BOD-006.deka	kucideka	place of/for 'mouth'	noun	kuci	mouth	place	kuci+de+ka
BOD-007.ka	gigika	tooth	noun	gigi	tooth	noun	gigi+ka
BOD-007.pe	gigipe	of/like 'tooth'; 'tooth'-related	modifier	gigi	tooth	modifier	gigi+pe
BOD-007.to	gigito	to use/apply 'tooth'; to act as 'tooth'	verb	gigi	tooth	verb	gigi+to
BOD-007.cika	gigicika	little 'tooth'; small/dear 'tooth'	noun	gigi	tooth	diminutive	gigi+ci+ka
BOD-007.goka	gigigoka	big 'tooth'; great 'tooth'	noun	gigi	tooth	augmentative	gigi+go+ka
BOD-007.deka	gigideka	place of/for 'tooth'	noun	gigi	tooth	place	gigi+de+ka
BOD-008.ka	ulimika	tongue	noun	ulimi	tongue	noun	ulimi+ka
BOD-008.pe	ulimipe	of/like 'tongue'; 'tongue'-related	modifier	ulimi	tongue	modifier	ulimi+pe
BOD-008.to	ulimito	to use/apply 'tongue'; to act as 'tongue'	verb	ulimi	tongue	verb	ulimi+to
BOD-008.cika	ulimicika	little 'tongue'; small/dear 'tongue'	noun	ulimi	tongue	diminutive	ulimi+ci+ka
BOD-008.goka	ulimigoka	big 'tongue'; great 'tongue'	noun	ulimi	tongue	augmentative	ulimi+go+ka
BOD-008.deka	ulimideka	place of/for 'tongue'	noun	ulimi	tongue	place	ulimi+de+ka
BOD-011.ka	yadika	hand	noun	yadi	hand	noun	yadi+ka
BOD-011.pe	yadipe	of/like 'hand'; 'hand'-related	modifier	yadi	hand	modifier	yadi+pe
BOD-011.to	yadito	to use/apply 'hand'; to act as 'hand'	verb	yadi	hand	verb	yadi+to
BOD-011.cika	yadicika	little 'hand'; small/dear 'hand'	noun	yadi	hand	diminutive	yadi+ci+ka
BOD-011.goka	yadigoka	big 'hand'; great 'hand'	noun	yadi	hand	augmentative	yadi+go+ka
BOD-011.deka	yadideka	place of/for 'hand'	noun	yadi	hand	place	yadi+de+ka
BOD-014.ka	kakika	foot	noun	kaki	foot	noun	kaki+ka
BOD-014.pe	kakipe	of/like 'foot'; 'foot'-related	modifier	kaki	foot	modifier	kaki+pe
BOD-014.to	kakito	to use/apply 'foot'; to act as 'foot'	verb	kaki	foot	verb	kaki+to
BOD-014.cika	kakicika	little 'foot'; small/dear 'foot'	noun	kaki	foot	diminutive	kaki+ci+ka
BOD-014.goka	kakigoka	big 'foot'; great 'foot'	noun	kaki	foot	augmentative	kaki+go+ka
BOD-014.deka	kakideka	place of/for 'foot'	noun	kaki	foot	place	kaki+de+ka
BOD-021.ka	damuka	blood	noun	damu	blood	noun	damu+ka
BOD-021.pe	damupe	of/like 'blood'; 'blood'-related	modifier	damu	blood	modifier	damu+pe
BOD-021.to	damuto	to use/apply 'blood'; to act as 'blood'	verb	damu	blood	verb	damu+to
BOD-021.cika	damucika	little 'blood'; small/dear 'blood'	noun	damu	blood	diminutive	damu+ci+ka
BOD-021.goka	damugoka	big 'blood'; great 'blood'	noun	damu	blood	augmentative	damu+go+ka
BOD-021.deka	damudeka	place of/for 'blood'	noun	damu	blood	place	damu+de+ka
BOD-022.ka	honeka	bone	noun	hone	bone	noun	hone+ka
BOD-022.pe	honepe	of/like 'bone'; 'bone'-related	modifier	hone	bone	modifier	hone+pe
BOD-022.to	honeto	to use/apply 'bone'; to act as 'bone'	verb	hone	bone	verb	hone+to
BOD-022.cika	honecika	little 'bone'; small/dear 'bone'	noun	hone	bone	diminutive	hone+ci+ka
BOD-022.goka	honegoka	big 'bone'; great 'bone'	noun	hone	bone	augmentative	hone+go+ka
BOD-022.deka	honedeka	place of/for 'bone'	noun	hone	bone	place	hone+de+ka
BOD-023.ka	kulika	skin	noun	kuli	skin	noun	kuli+ka
BOD-023.pe	kulipe	of/like 'skin'; 'skin'-related	modifier	kuli	skin	modifier	kuli+pe
BOD-023.to	kulito	to use/apply 'skin'; to act as 'skin'	verb	kuli	skin	verb	kuli+to
BOD-023.cika	kulicika	little 'skin'; small/dear 'skin'	noun	kuli	skin	diminutive	kuli+ci+ka
BOD-023.goka	kuligoka	big 'skin'; great 'skin'	noun	kuli	skin	augmentative	kuli+go+ka
BOD-023.deka	kulideka	place of/for 'skin'	noun	kuli	skin	place	kuli+de+ka
BOD-024.ka	nikuka	flesh / meat	noun	niku	flesh / meat	noun	niku+ka
BOD-024.pe	nikupe	of/like 'flesh / meat'; 'flesh / meat'-related	modifier	niku	flesh / meat	modifier	niku+pe
BOD-024.to	nikuto	to use/apply 'flesh / meat'; to act as 'flesh / meat'	verb	niku	flesh / meat	verb	niku+to
BOD-024.cika	nikucika	little 'flesh / meat'; small/dear 'flesh / meat'	noun	niku	flesh / meat	diminutive	niku+ci+ka
BOD-024.goka	nikugoka	big 'flesh / meat'; great 'flesh / meat'	noun	niku	flesh / meat	augmentative	niku+go+ka
BOD-024.deka	nikudeka	place of/for 'flesh / meat'	noun	niku	flesh / meat	place	niku+de+ka
BOD-027.to	tiduto	to 'sleep'	verb	tidu	sleep	verb	tidu+to
BOD-027.ka	tiduka	act of 'sleep'; a 'sleep'	noun	tidu	sleep	noun	tidu+ka
BOD-027.pe	tidupe	'sleep'-ing	modifier	tidu	sleep	modifier	tidu+pe
BOD-027.kika	tidukika	one who 'sleep's; 'sleep'-er	noun	tidu	sleep	agent	tidu+ki+ka
BOD-027.tuka	tidutuka	tool/means for 'sleep'	noun	tidu	sleep	instrument	tidu+tu+ka
BOD-027.boka	tiduboka	thing 'sleep'-ed; result of 'sleep'	noun	tidu	sleep	patient/result	tidu+bo+ka
BOD-027.deka	tidudeka	place for 'sleep'	noun	tidu	sleep	place	tidu+de+ka
BOD-027.tato	tidutato	to make/cause to 'sleep'	verb	tidu	sleep	causative	tidu+ta+to
BOD-027.pito	tidupito	to begin to 'sleep'	verb	tidu	sleep	inchoative	tidu+pi+to
BOD-027.takika	tidutakika	one who makes/causes 'sleep'; instigator of 'sleep'	noun	tidu	sleep	causative-agent	tidu+ta+ki+ka
BOD-027.taboka	tidutaboka	what is brought about by 'sleep'	noun	tidu	sleep	causative-result	tidu+ta+bo+ka
BOD-027.kideka	tidukideka	place of the one who 'sleep's	noun	tidu	sleep	agent-place	tidu+ki+de+ka
BOD-028.to	makanto	to 'eat'	verb	makan	eat	verb	makan+to
BOD-028.ka	makanka	act of 'eat'; a 'eat'	noun	makan	eat	noun	makan+ka
BOD-028.pe	makanpe	'eat'-ing	modifier	makan	eat	modifier	makan+pe
BOD-028.tuka	makantuka	tool/means for 'eat'	noun	makan	eat	instrument	makan+tu+ka
BOD-028.boka	makanboka	thing 'eat'-ed; result of 'eat'	noun	makan	eat	patient/result	makan+bo+ka
BOD-028.deka	makandeka	place for 'eat'	noun	makan	eat	place	makan+de+ka
BOD-028.tato	makantato	to make/cause to 'eat'	verb	makan	eat	causative	makan+ta+to
BOD-028.pito	makanpito	to begin to 'eat'	verb	makan	eat	inchoative	makan+pi+to
BOD-028.takika	makantakika	one who makes/causes 'eat'; instigator of 'eat'	noun	makan	eat	causative-agent	makan+ta+ki+ka
BOD-028.taboka	makantaboka	what is brought about by 'eat'	noun	makan	eat	causative-result	makan+ta+bo+ka
BOD-029.to	pinato	to 'drink'	verb	pina	drink	verb	pina+to
BOD-029.pe	pinape	'drink'-ing	modifier	pina	drink	modifier	pina+pe
BOD-029.kika	pinakika	one who 'drink's; 'drink'-er	noun	pina	drink	agent	pina+ki+ka
BOD-029.tuka	pinatuka	tool/means for 'drink'	noun	pina	drink	instrument	pina+tu+ka
BOD-029.boka	pinaboka	thing 'drink'-ed; result of 'drink'	noun	pina	drink	patient/result	pina+bo+ka
BOD-029.deka	pinadeka	place for 'drink'	noun	pina	drink	place	pina+de+ka
BOD-029.tato	pinatato	to make/cause to 'drink'	verb	pina	drink	causative	pina+ta+to
BOD-029.pito	pinapito	to begin to 'drink'	verb	pina	drink	inchoative	pina+pi+to
BOD-029.takika	pinatakika	one who makes/causes 'drink'; instigator of 'drink'	noun	pina	drink	causative-agent	pina+ta+ki+ka
BOD-029.taboka	pinataboka	what is brought about by 'drink'	noun	pina	drink	causative-result	pina+ta+bo+ka
BOD-029.kideka	pinakideka	place of the one who 'drink's	noun	pina	drink	agent-place	pina+ki+de+ka
BOD-030.to	matito	to 'die'	verb	mati	die	verb	mati+to
BOD-030.ka	matika	act of 'die'; a 'die'	noun	mati	die	noun	mati+ka
BOD-030.pe	matipe	'die'-ing	modifier	mati	die	modifier	mati+pe
BOD-030.kika	matikika	one who 'die's; 'die'-er	noun	mati	die	agent	mati+ki+ka
BOD-030.tuka	matituka	tool/means for 'die'	noun	mati	die	instrument	mati+tu+ka
BOD-030.boka	matiboka	thing 'die'-ed; result of 'die'	noun	mati	die	patient/result	mati+bo+ka
BOD-030.deka	matideka	place for 'die'	noun	mati	die	place	mati+de+ka
BOD-030.tato	matitato	to make/cause to 'die'	verb	mati	die	causative	mati+ta+to
BOD-030.pito	matipito	to begin to 'die'	verb	mati	die	inchoative	mati+pi+to
BOD-030.takika	matitakika	one who makes/causes 'die'; instigator of 'die'	noun	mati	die	causative-agent	mati+ta+ki+ka
BOD-030.taboka	matitaboka	what is brought about by 'die'	noun	mati	die	causative-result	mati+ta+bo+ka
BOD-030.kideka	matikideka	place of the one who 'die's	noun	mati	die	agent-place	mati+ki+de+ka
KIN-001.ka	hitoka	person / human	noun	hito	person / human	noun	hito+ka
KIN-001.pe	hitope	of/like 'person / human'; 'person / human'-related	modifier	hito	person / human	modifier	hito+pe
KIN-001.to	hitoto	to use/apply 'person / human'; to act as 'person / human'	verb	hito	person / human	verb	hito+to
KIN-001.cika	hitocika	little 'person / human'; small/dear 'person / human'	noun	hito	person / human	diminutive	hito+ci+ka
KIN-001.goka	hitogoka	big 'person / human'; great 'person / human'	noun	hito	person / human	augmentative	hito+go+ka
KIN-001.deka	hitodeka	place of/for 'person / human'	noun	hito	person / human	place	hito+de+ka
KIN-002.ka	adamika	man / male person	noun	adami	man / male person	noun	adami+ka
KIN-002.pe	adamipe	of/like 'man / male person'; 'man / male person'-related	modifier	adami	man / male person	modifier	adami+pe
KIN-002.to	adamito	to use/apply 'man / male person'; to act as 'man / male person'	verb	adami	man / male person	verb	adami+to
KIN-002.cika	adamicika	little 'man / male person'; small/dear 'man / male person'	noun	adami	man / male person	diminutive	adami+ci+ka
KIN-002.goka	adamigoka	big 'man / male person'; great 'man / male person'	noun	adami	man / male person	augmentative	adami+go+ka
KIN-002.deka	adamideka	place of/for 'man / male person'	noun	adami	man / male person	place	adami+de+ka
KIN-003.ka	wanitaka	woman	noun	wanita	woman	noun	wanita+ka
KIN-003.pe	wanitape	of/like 'woman'; 'woman'-related	modifier	wanita	woman	modifier	wanita+pe
KIN-003.to	wanitato	to use/apply 'woman'; to act as 'woman'	verb	wanita	woman	verb	wanita+to
KIN-003.cika	wanitacika	little 'woman'; small/dear 'woman'	noun	wanita	woman	diminutive	wanita+ci+ka
KIN-003.goka	wanitagoka	big 'woman'; great 'woman'	noun	wanita	woman	augmentative	wanita+go+ka
KIN-003.deka	wanitadeka	place of/for 'woman'	noun	wanita	woman	place	wanita+de+ka
KIN-004.ka	totoka	child	noun	toto	child	noun	toto+ka
KIN-004.pe	totope	of/like 'child'; 'child'-related	modifier	toto	child	modifier	toto+pe
KIN-004.to	tototo	to use/apply 'child'; to act as 'child'	verb	toto	child	verb	toto+to
KIN-004.cika	totocika	little 'child'; small/dear 'child'	noun	toto	child	diminutive	toto+ci+ka
KIN-004.goka	totogoka	big 'child'; great 'child'	noun	toto	child	augmentative	toto+go+ka
KIN-004.deka	totodeka	place of/for 'child'	noun	toto	child	place	toto+de+ka
KIN-005.ka	mamaka	mother	noun	mama	mother	noun	mama+ka
KIN-005.pe	mamape	of/like 'mother'; 'mother'-related	modifier	mama	mother	modifier	mama+pe
KIN-005.to	mamato	to use/apply 'mother'; to act as 'mother'	verb	mama	mother	verb	mama+to
KIN-005.cika	mamacika	little 'mother'; small/dear 'mother'	noun	mama	mother	diminutive	mama+ci+ka
KIN-005.goka	mamagoka	big 'mother'; great 'mother'	noun	mama	mother	augmentative	mama+go+ka
KIN-005.deka	mamadeka	place of/for 'mother'	noun	mama	mother	place	mama+de+ka
KIN-006.ka	babaka	father	noun	baba	father	noun	baba+ka
KIN-006.pe	babape	of/like 'father'; 'father'-related	modifier	baba	father	modifier	baba+pe
KIN-006.to	babato	to use/apply 'father'; to act as 'father'	verb	baba	father	verb	baba+to
KIN-006.cika	babacika	little 'father'; small/dear 'father'	noun	baba	father	diminutive	baba+ci+ka
KIN-006.goka	babagoka	big 'father'; great 'father'	noun	baba	father	augmentative	baba+go+ka
KIN-006.deka	babadeka	place of/for 'father'	noun	baba	father	place	baba+de+ka
ANI-002.ka	gouka	dog	noun	gou	dog	noun	gou+ka
ANI-002.pe	goupe	of/like 'dog'; 'dog'-related	modifier	gou	dog	modifier	gou+pe
ANI-002.to	gouto	to use/apply 'dog'; to act as 'dog'	verb	gou	dog	verb	gou+to
ANI-002.cika	goucika	little 'dog'; small/dear 'dog'	noun	gou	dog	diminutive	gou+ci+ka
ANI-002.goka	gougoka	big 'dog'; great 'dog'	noun	gou	dog	augmentative	gou+go+ka
ANI-002.deka	goudeka	place of/for 'dog'	noun	gou	dog	place	gou+de+ka
ANI-003.ka	ikanka	fish	noun	ikan	fish	noun	ikan+ka
ANI-003.pe	ikanpe	of/like 'fish'; 'fish'-related	modifier	ikan	fish	modifier	ikan+pe
ANI-003.to	ikanto	to use/apply 'fish'; to act as 'fish'	verb	ikan	fish	verb	ikan+to
ANI-003.cika	ikancika	little 'fish'; small/dear 'fish'	noun	ikan	fish	diminutive	ikan+ci+ka
ANI-003.goka	ikangoka	big 'fish'; great 'fish'	noun	ikan	fish	augmentative	ikan+go+ka
ANI-003.deka	ikandeka	place of/for 'fish'	noun	ikan	fish	place	ikan+de+ka
ANI-004.ka	tolika	bird	noun	toli	bird	noun	toli+ka
ANI-004.pe	tolipe	of/like 'bird'; 'bird'-related	modifier	toli	bird	modifier	toli+pe
ANI-004.to	tolito	to use/apply 'bird'; to act as 'bird'	verb	toli	bird	verb	toli+to
ANI-004.cika	tolicika	little 'bird'; small/dear 'bird'	noun	toli	bird	diminutive	toli+ci+ka
ANI-004.goka	toligoka	big 'bird'; great 'bird'	noun	toli	bird	augmentative	toli+go+ka
ANI-004.deka	tolideka	place of/for 'bird'	noun	toli	bird	place	toli+de+ka
ANI-008.ka	teluka	egg	noun	telu	egg	noun	telu+ka
ANI-008.pe	telupe	of/like 'egg'; 'egg'-related	modifier	telu	egg	modifier	telu+pe
ANI-008.to	teluto	to use/apply 'egg'; to act as 'egg'	verb	telu	egg	verb	telu+to
ANI-008.cika	telucika	little 'egg'; small/dear 'egg'	noun	telu	egg	diminutive	telu+ci+ka
ANI-008.goka	telugoka	big 'egg'; great 'egg'	noun	telu	egg	augmentative	telu+go+ka
ANI-008.deka	teludeka	place of/for 'egg'	noun	telu	egg	place	telu+de+ka
AGR-001.ka	peduka	tree	noun	pedu	tree	noun	pedu+ka
AGR-001.pe	pedupe	of/like 'tree'; 'tree'-related	modifier	pedu	tree	modifier	pedu+pe
AGR-001.to	peduto	to use/apply 'tree'; to act as 'tree'	verb	pedu	tree	verb	pedu+to
AGR-001.cika	peducika	little 'tree'; small/dear 'tree'	noun	pedu	tree	diminutive	pedu+ci+ka
AGR-001.goka	pedugoka	big 'tree'; great 'tree'	noun	pedu	tree	augmentative	pedu+go+ka
AGR-001.deka	pedudeka	place of/for 'tree'	noun	pedu	tree	place	pedu+de+ka
AGR-004.ka	pataka	leaf	noun	pata	leaf	noun	pata+ka
AGR-004.pe	patape	of/like 'leaf'; 'leaf'-related	modifier	pata	leaf	modifier	pata+pe
AGR-004.to	patato	to use/apply 'leaf'; to act as 'leaf'	verb	pata	leaf	verb	pata+to
AGR-004.cika	patacika	little 'leaf'; small/dear 'leaf'	noun	pata	leaf	diminutive	pata+ci+ka
AGR-004.goka	patagoka	big 'leaf'; great 'leaf'	noun	pata	leaf	augmentative	pata+go+ka
AGR-004.deka	patadeka	place of/for 'leaf'	noun	pata	leaf	place	pata+de+ka
AGR-005.pe	akape	of/like 'root (of plant)'; 'root (of plant)'-related	modifier	aka	root (of plant)	modifier	aka+pe
AGR-005.to	akato	to use/apply 'root (of plant)'; to act as 'root (of plant)'	verb	aka	root (of plant)	verb	aka+to
AGR-005.cika	akacika	little 'root (of plant)'; small/dear 'root (of plant)'	noun	aka	root (of plant)	diminutive	aka+ci+ka
AGR-005.goka	akagoka	big 'root (of plant)'; great 'root (of plant)'	noun	aka	root (of plant)	augmentative	aka+go+ka
AGR-005.deka	akadeka	place of/for 'root (of plant)'	noun	aka	root (of plant)	place	aka+de+ka
AGR-006.ka	taneka	seed	noun	tane	seed	noun	tane+ka
AGR-006.pe	tanepe	of/like 'seed'; 'seed'-related	modifier	tane	seed	modifier	tane+pe
AGR-006.to	taneto	to use/apply 'seed'; to act as 'seed'	verb	tane	seed	verb	tane+to
AGR-006.cika	tanecika	little 'seed'; small/dear 'seed'	noun	tane	seed	diminutive	tane+ci+ka
AGR-006.goka	tanegoka	big 'seed'; great 'seed'	noun	tane	seed	augmentative	tane+go+ka
AGR-006.deka	tanedeka	place of/for 'seed'	noun	tane	seed	place	tane+de+ka
FOO-001.ka	cakulaka	food	noun	cakula	food	noun	cakula+ka
FOO-001.pe	cakulape	of/like 'food'; 'food'-related	modifier	cakula	food	modifier	cakula+pe
FOO-001.to	cakulato	to use/apply 'food'; to act as 'food'	verb	cakula	food	verb	cakula+to
FOO-001.cika	cakulacika	little 'food'; small/dear 'food'	noun	cakula	food	diminutive	cakula+ci+ka
FOO-001.goka	cakulagoka	big 'food'; great 'food'	noun	cakula	food	augmentative	cakula+go+ka
FOO-001.deka	cakuladeka	place of/for 'food'	noun	cakula	food	place	cakula+de+ka
